id,name,brand,product_type,price,quantity,description,battery_life,features,connectivity,movement_type,power_reserve,water_resistant
317,Hublot Voyager 104 Lite,Hublot,mechanical,4875595,17,Mẫu Hublot Voyager 104 Lite của Hublot - thiết kế cổ điển.,,,,automatic,72.0,0.0
318,Bulova Urban 179 Z,Bulova,electronic,10556626,78,Mẫu Bulova Urban 179 Z của Bulova - thiết kế hiện đại.,10.0,waterproof;sleep_tracking;step_counter,wifi,,,
319,Omega Master 182 Edition,Omega,mechanical,14257428,73,Mẫu Omega Master 182 Edition của Omega - thiết kế cổ điển.,,,,manual,80.0,0.0
320,Citizen Eco-Drive Urban 944 One,Citizen Eco-Drive,mechanical,3702981,72,Mẫu Citizen Eco-Drive Urban 944 One của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,48.0,1.0
321,Citizen Elite 356 Lite,Citizen,mechanical,2934368,11,Mẫu Citizen Elite 356 Lite của Citizen - thiết kế cổ điển.,,,,manual,48.0,1.0
322,Timex Sport 359 Pro,Timex,mechanical,11911790,92,Mẫu Timex Sport 359 Pro của Timex - thiết kế cổ điển.,,,,automatic,36.0,0.0
323,Patek Philippe Master 906 X,Patek Philippe,mechanical,7649689,48,Mẫu Patek Philippe Master 906 X của Patek Philippe - thiết kế cổ điển.,,,,manual,60.0,0.0
324,Bulova Voyager 667 Line,Bulova,mechanical,2858519,9,Mẫu Bulova Voyager 667 Line của Bulova - thiết kế cổ điển.,,,,automatic,42.0,1.0
325,Orient Sport 351 Model,Orient,mechanical,13375003,20,Mẫu Orient Sport 351 Model của Orient - thiết kế cổ điển.,,,,automatic,60.0,1.0
326,Citizen Eco-Drive Apex 722 Edition,Citizen Eco-Drive,mechanical,6754188,83,Mẫu Citizen Eco-Drive Apex 722 Edition của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,60.0,0.0
327,Orient Urban 211 Line,Orient,mechanical,6434558,70,Mẫu Orient Urban 211 Line của Orient - thiết kế cổ điển.,,,,manual,72.0,0.0
328,Orient Classic 403 One,Orient,mechanical,8470108,62,Mẫu Orient Classic 403 One của Orient - thiết kế cổ điển.,,,,automatic,36.0,0.0
329,Citizen Prime 844 One,Citizen,mechanical,7464762,12,Mẫu Citizen Prime 844 One của Citizen - thiết kế cổ điển.,,,,automatic,40.0,1.0
330,Citizen Apex 865 Series,Citizen,electronic,4971124,50,Mẫu Citizen Apex 865 Series của Citizen - thiết kế hiện đại.,4.0,step_counter;heart_rate;sleep_tracking;notifications,gps,,,
331,Hublot Urban 192 S,Hublot,mechanical,1146945,56,Mẫu Hublot Urban 192 S của Hublot - thiết kế cổ điển.,,,,manual,42.0,1.0
332,Movado Classic 155 Series,Movado,electronic,1742756,44,Mẫu Movado Classic 155 Series của Movado - thiết kế hiện đại.,10.0,music_control;notifications;step_counter;gps;heart_rate,gps,,,
333,Patek Philippe Pilot 704 S,Patek Philippe,electronic,8804357,30,Mẫu Patek Philippe Pilot 704 S của Patek Philippe - thiết kế hiện đại.,4.0,gps;waterproof;sleep_tracking,bluetooth,,,
334,Invicta Voyager 694 One,Invicta,electronic,2637991,96,Mẫu Invicta Voyager 694 One của Invicta - thiết kế hiện đại.,4.0,nfc;gps,wifi,,,
335,Patek Philippe Sport 700 X,Patek Philippe,mechanical,3427830,80,Mẫu Patek Philippe Sport 700 X của Patek Philippe - thiết kế cổ điển.,,,,automatic,80.0,0.0
336,Citizen Sport 398 Z,Citizen,mechanical,6261647,41,Mẫu Citizen Sport 398 Z của Citizen - thiết kế cổ điển.,,,,manual,60.0,0.0
337,Seiko Voyager 602 Z,Seiko,electronic,11834442,14,Mẫu Seiko Voyager 602 Z của Seiko - thiết kế hiện đại.,4.0,nfc;step_counter,bluetooth,,,
338,Movado Sport 805 Pro,Movado,electronic,13078391,44,Mẫu Movado Sport 805 Pro của Movado - thiết kế hiện đại.,4.0,music_control;sleep_tracking;waterproof,gps,,,
339,Rolex Heritage 148 One,Rolex,mechanical,9325501,88,Mẫu Rolex Heritage 148 One của Rolex - thiết kế cổ điển.,,,,manual,36.0,0.0
340,Tag Heuer Elite 51 S,Tag Heuer,electronic,13852107,47,Mẫu Tag Heuer Elite 51 S của Tag Heuer - thiết kế hiện đại.,1.0,step_counter;nfc;music_control,gps,,,
341,Orient Elite 138 Pro,Orient,electronic,14626182,56,Mẫu Orient Elite 138 Pro của Orient - thiết kế hiện đại.,10.0,step_counter;sleep_tracking;waterproof,bluetooth,,,
342,Fossil Heritage 759 S,Fossil,mechanical,11512653,47,Mẫu Fossil Heritage 759 S của Fossil - thiết kế cổ điển.,,,,automatic,60.0,1.0
343,Invicta Heritage 139 Z,Invicta,mechanical,13250323,3,Mẫu Invicta Heritage 139 Z của Invicta - thiết kế cổ điển.,,,,automatic,40.0,1.0
344,Timex Classic 468 Edition,Timex,electronic,13811451,90,Mẫu Timex Classic 468 Edition của Timex - thiết kế hiện đại.,2.0,sleep_tracking;music_control;waterproof,gps,,,
345,Orient Classic 248 Lite,Orient,electronic,7587408,57,Mẫu Orient Classic 248 Lite của Orient - thiết kế hiện đại.,2.0,sleep_tracking;nfc;gps;music_control,bluetooth,,,
346,Hublot Classic 167 One,Hublot,mechanical,11807537,27,Mẫu Hublot Classic 167 One của Hublot - thiết kế cổ điển.,,,,automatic,72.0,1.0
347,Rolex Heritage 526 Edition,Rolex,electronic,13037134,98,Mẫu Rolex Heritage 526 Edition của Rolex - thiết kế hiện đại.,7.0,notifications,wifi,,,
348,Citizen Eco-Drive Classic 230 Pro,Citizen Eco-Drive,electronic,9320986,39,Mẫu Citizen Eco-Drive Classic 230 Pro của Citizen Eco-Drive - thiết kế hiện đại.,7.0,music_control;waterproof;nfc,gps,,,
349,Longines Prime 694 Z,Longines,mechanical,12452507,50,Mẫu Longines Prime 694 Z của Longines - thiết kế cổ điển.,,,,automatic,36.0,0.0
350,Swatch Pilot 663 One,Swatch,electronic,9331227,38,Mẫu Swatch Pilot 663 One của Swatch - thiết kế hiện đại.,7.0,notifications,bluetooth,,,
351,Rolex Urban 883 Pro,Rolex,mechanical,4286630,91,Mẫu Rolex Urban 883 Pro của Rolex - thiết kế cổ điển.,,,,manual,40.0,1.0
352,Timex Classic 825 One,Timex,electronic,6359427,40,Mẫu Timex Classic 825 One của Timex - thiết kế hiện đại.,7.0,heart_rate;sleep_tracking,gps,,,
353,Rolex Heritage 415 X,Rolex,electronic,11182615,74,Mẫu Rolex Heritage 415 X của Rolex - thiết kế hiện đại.,7.0,waterproof;nfc;sleep_tracking;gps;notifications,none,,,
354,Hamilton Pilot 186 Pro,Hamilton,electronic,1915244,16,Mẫu Hamilton Pilot 186 Pro của Hamilton - thiết kế hiện đại.,7.0,nfc;sleep_tracking;notifications,bluetooth,,,
355,Timex Prime 431 Lite,Timex,mechanical,5889395,74,Mẫu Timex Prime 431 Lite của Timex - thiết kế cổ điển.,,,,manual,48.0,1.0
356,Movado Voyager 967 One,Movado,electronic,1532628,24,Mẫu Movado Voyager 967 One của Movado - thiết kế hiện đại.,5.0,music_control,none,,,
357,Tissot Master 206 Lite,Tissot,mechanical,6433282,72,Mẫu Tissot Master 206 Lite của Tissot - thiết kế cổ điển.,,,,manual,40.0,0.0
358,Hamilton Sport 500 Lite,Hamilton,electronic,9649975,22,Mẫu Hamilton Sport 500 Lite của Hamilton - thiết kế hiện đại.,3.0,heart_rate,gps,,,
359,Hamilton Voyager 783 Model,Hamilton,mechanical,7598868,97,Mẫu Hamilton Voyager 783 Model của Hamilton - thiết kế cổ điển.,,,,automatic,40.0,0.0
360,Patek Philippe Heritage 440 S,Patek Philippe,mechanical,6058088,4,Mẫu Patek Philippe Heritage 440 S của Patek Philippe - thiết kế cổ điển.,,,,automatic,72.0,0.0
361,Tag Heuer Pilot 196 Edition,Tag Heuer,electronic,10312848,80,Mẫu Tag Heuer Pilot 196 Edition của Tag Heuer - thiết kế hiện đại.,7.0,waterproof;sleep_tracking,none,,,
362,Orient Heritage 516 One,Orient,mechanical,4938669,8,Mẫu Orient Heritage 516 One của Orient - thiết kế cổ điển.,,,,automatic,42.0,0.0
363,Invicta Voyager 537 Lite,Invicta,electronic,6788146,87,Mẫu Invicta Voyager 537 Lite của Invicta - thiết kế hiện đại.,2.0,notifications;nfc;gps,wifi,,,
364,Hublot Classic 234 Line,Hublot,electronic,11043948,16,Mẫu Hublot Classic 234 Line của Hublot - thiết kế hiện đại.,2.0,nfc,bluetooth,,,
365,Casio Heritage 898 Pro,Casio,mechanical,11683120,79,Mẫu Casio Heritage 898 Pro của Casio - thiết kế cổ điển.,,,,automatic,60.0,1.0
366,Seiko Classic 707 Series,Seiko,electronic,6543246,48,Mẫu Seiko Classic 707 Series của Seiko - thiết kế hiện đại.,1.0,step_counter;waterproof;sleep_tracking;gps;notifications,bluetooth,,,
367,Orient Pilot 277 One,Orient,mechanical,9281698,17,Mẫu Orient Pilot 277 One của Orient - thiết kế cổ điển.,,,,manual,80.0,1.0
368,Citizen Eco-Drive Sport 290 Series,Citizen Eco-Drive,electronic,11879021,63,Mẫu Citizen Eco-Drive Sport 290 Series của Citizen Eco-Drive - thiết kế hiện đại.,2.0,waterproof;music_control;nfc;step_counter;gps,none,,,
369,Omega Master 41 Z,Omega,electronic,7697143,26,Mẫu Omega Master 41 Z của Omega - thiết kế hiện đại.,7.0,sleep_tracking;gps;heart_rate;notifications,bluetooth,,,
370,Movado Apex 153 Series,Movado,electronic,11803130,9,Mẫu Movado Apex 153 Series của Movado - thiết kế hiện đại.,7.0,step_counter,wifi,,,
371,Omega Prime 476 Edition,Omega,electronic,1947229,22,Mẫu Omega Prime 476 Edition của Omega - thiết kế hiện đại.,10.0,step_counter,none,,,
372,Tag Heuer Heritage 757 Series,Tag Heuer,electronic,1877478,97,Mẫu Tag Heuer Heritage 757 Series của Tag Heuer - thiết kế hiện đại.,1.0,nfc,wifi,,,
373,Longines Voyager 275 Series,Longines,mechanical,5903021,43,Mẫu Longines Voyager 275 Series của Longines - thiết kế cổ điển.,,,,automatic,36.0,0.0
374,Longines Prime 856 X,Longines,mechanical,10503585,61,Mẫu Longines Prime 856 X của Longines - thiết kế cổ điển.,,,,manual,72.0,1.0
375,Casio Master 107 X,Casio,mechanical,13712788,61,Mẫu Casio Master 107 X của Casio - thiết kế cổ điển.,,,,manual,40.0,0.0
376,Swatch Voyager 30 Model,Swatch,mechanical,7504655,62,Mẫu Swatch Voyager 30 Model của Swatch - thiết kế cổ điển.,,,,automatic,48.0,0.0
377,Rolex Urban 13 Z,Rolex,mechanical,11629166,73,Mẫu Rolex Urban 13 Z của Rolex - thiết kế cổ điển.,,,,automatic,72.0,0.0
378,Citizen Eco-Drive Sport 444 Line,Citizen Eco-Drive,electronic,7487980,84,Mẫu Citizen Eco-Drive Sport 444 Line của Citizen Eco-Drive - thiết kế hiện đại.,7.0,nfc;music_control;step_counter;sleep_tracking,bluetooth,,,
379,Hamilton Pilot 870 S,Hamilton,mechanical,12852132,21,Mẫu Hamilton Pilot 870 S của Hamilton - thiết kế cổ điển.,,,,automatic,80.0,0.0
380,Tag Heuer Prime 52 Z,Tag Heuer,mechanical,3729245,82,Mẫu Tag Heuer Prime 52 Z của Tag Heuer - thiết kế cổ điển.,,,,manual,48.0,1.0
381,Longines Voyager 459 Series,Longines,mechanical,12920544,57,Mẫu Longines Voyager 459 Series của Longines - thiết kế cổ điển.,,,,manual,36.0,0.0
382,Seiko Sport 414 X,Seiko,electronic,1019563,70,Mẫu Seiko Sport 414 X của Seiko - thiết kế hiện đại.,1.0,step_counter,wifi,,,
383,Longines Urban 373 Edition,Longines,electronic,12340536,58,Mẫu Longines Urban 373 Edition của Longines - thiết kế hiện đại.,3.0,notifications;sleep_tracking;music_control;nfc;waterproof,bluetooth,,,
384,Timex Classic 350 Lite,Timex,mechanical,12533316,37,Mẫu Timex Classic 350 Lite của Timex - thiết kế cổ điển.,,,,manual,72.0,1.0
385,Hamilton Apex 144 X,Hamilton,mechanical,2050942,78,Mẫu Hamilton Apex 144 X của Hamilton - thiết kế cổ điển.,,,,automatic,40.0,1.0
386,Hublot Elite 469 Line,Hublot,electronic,10893425,13,Mẫu Hublot Elite 469 Line của Hublot - thiết kế hiện đại.,10.0,heart_rate;sleep_tracking;music_control;step_counter,bluetooth,,,
387,Longines Apex 675 One,Longines,electronic,14364760,17,Mẫu Longines Apex 675 One của Longines - thiết kế hiện đại.,4.0,heart_rate,gps,,,
388,Bulova Pilot 800 Model,Bulova,electronic,10531357,22,Mẫu Bulova Pilot 800 Model của Bulova - thiết kế hiện đại.,7.0,gps;waterproof,none,,,
389,Hublot Heritage 624 Line,Hublot,electronic,4467140,43,Mẫu Hublot Heritage 624 Line của Hublot - thiết kế hiện đại.,3.0,nfc;gps;waterproof;step_counter,none,,,
390,Skagen Urban 729 Z,Skagen,electronic,9672458,25,Mẫu Skagen Urban 729 Z của Skagen - thiết kế hiện đại.,2.0,step_counter;sleep_tracking;nfc;gps;notifications,none,,,
391,Swatch Pilot 492 One,Swatch,electronic,8774254,85,Mẫu Swatch Pilot 492 One của Swatch - thiết kế hiện đại.,7.0,step_counter;music_control;waterproof;heart_rate,bluetooth,,,
392,Tissot Classic 687 Edition,Tissot,mechanical,3398585,96,Mẫu Tissot Classic 687 Edition của Tissot - thiết kế cổ điển.,,,,automatic,42.0,0.0
393,Casio Prime 209 Z,Casio,mechanical,968443,57,Mẫu Casio Prime 209 Z của Casio - thiết kế cổ điển.,,,,automatic,60.0,0.0
394,Timex Pilot 399 Line,Timex,electronic,7908373,89,Mẫu Timex Pilot 399 Line của Timex - thiết kế hiện đại.,3.0,music_control,gps,,,
395,Tag Heuer Pilot 56 Edition,Tag Heuer,mechanical,11283215,25,Mẫu Tag Heuer Pilot 56 Edition của Tag Heuer - thiết kế cổ điển.,,,,manual,80.0,1.0
396,Swatch Voyager 560 One,Swatch,electronic,3348802,92,Mẫu Swatch Voyager 560 One của Swatch - thiết kế hiện đại.,2.0,notifications;gps;sleep_tracking,bluetooth,,,
397,Hamilton Pilot 123 X,Hamilton,mechanical,1089196,35,Mẫu Hamilton Pilot 123 X của Hamilton - thiết kế cổ điển.,,,,manual,40.0,1.0
398,Rolex Classic 339 S,Rolex,electronic,10790495,19,Mẫu Rolex Classic 339 S của Rolex - thiết kế hiện đại.,1.0,sleep_tracking;step_counter,bluetooth,,,
399,Citizen Eco-Drive Prime 503 One,Citizen Eco-Drive,electronic,8477323,9,Mẫu Citizen Eco-Drive Prime 503 One của Citizen Eco-Drive - thiết kế hiện đại.,10.0,waterproof;gps;step_counter,bluetooth,,,
400,Hamilton Heritage 557 Z,Hamilton,electronic,6349547,44,Mẫu Hamilton Heritage 557 Z của Hamilton - thiết kế hiện đại.,2.0,sleep_tracking;nfc,none,,,
401,Citizen Eco-Drive Pilot 487 Z,Citizen Eco-Drive,mechanical,12443482,83,Mẫu Citizen Eco-Drive Pilot 487 Z của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,36.0,0.0
402,Timex Voyager 941 One,Timex,mechanical,4035494,5,Mẫu Timex Voyager 941 One của Timex - thiết kế cổ điển.,,,,manual,48.0,1.0
403,Skagen Prime 26 Z,Skagen,mechanical,12420581,47,Mẫu Skagen Prime 26 Z của Skagen - thiết kế cổ điển.,,,,manual,48.0,1.0
404,Fossil Urban 527 Series,Fossil,mechanical,14249071,21,Mẫu Fossil Urban 527 Series của Fossil - thiết kế cổ điển.,,,,automatic,72.0,1.0
405,Fossil Heritage 856 Series,Fossil,mechanical,3480904,89,Mẫu Fossil Heritage 856 Series của Fossil - thiết kế cổ điển.,,,,manual,72.0,1.0
406,Tissot Classic 471 Lite,Tissot,electronic,1049352,9,Mẫu Tissot Classic 471 Lite của Tissot - thiết kế hiện đại.,1.0,step_counter;notifications,bluetooth,,,
407,Timex Prime 418 X,Timex,electronic,7041322,51,Mẫu Timex Prime 418 X của Timex - thiết kế hiện đại.,4.0,heart_rate;waterproof;sleep_tracking,bluetooth,,,
408,Citizen Eco-Drive Sport 775 One,Citizen Eco-Drive,electronic,1159994,9,Mẫu Citizen Eco-Drive Sport 775 One của Citizen Eco-Drive - thiết kế hiện đại.,3.0,gps;nfc;sleep_tracking;music_control;heart_rate,none,,,
409,Longines Heritage 405 Edition,Longines,electronic,7372821,68,Mẫu Longines Heritage 405 Edition của Longines - thiết kế hiện đại.,2.0,music_control;notifications,none,,,
410,Tissot Prime 694 Lite,Tissot,electronic,14382179,1,Mẫu Tissot Prime 694 Lite của Tissot - thiết kế hiện đại.,5.0,nfc;heart_rate;music_control;sleep_tracking;waterproof,bluetooth,,,
411,Swatch Elite 423 Z,Swatch,mechanical,2565599,23,Mẫu Swatch Elite 423 Z của Swatch - thiết kế cổ điển.,,,,automatic,60.0,0.0
412,Hamilton Voyager 873 Edition,Hamilton,mechanical,12845122,70,Mẫu Hamilton Voyager 873 Edition của Hamilton - thiết kế cổ điển.,,,,manual,72.0,0.0
413,Citizen Prime 101 Line,Citizen,mechanical,11021044,62,Mẫu Citizen Prime 101 Line của Citizen - thiết kế cổ điển.,,,,manual,42.0,1.0
414,Timex Sport 292 One,Timex,electronic,1512229,24,Mẫu Timex Sport 292 One của Timex - thiết kế hiện đại.,3.0,notifications;nfc;step_counter;music_control,wifi,,,
415,Swatch Urban 982 X,Swatch,electronic,2945273,40,Mẫu Swatch Urban 982 X của Swatch - thiết kế hiện đại.,2.0,music_control;nfc,none,,,
416,Tag Heuer Apex 474 S,Tag Heuer,mechanical,5701753,39,Mẫu Tag Heuer Apex 474 S của Tag Heuer - thiết kế cổ điển.,,,,manual,60.0,1.0
417,Citizen Eco-Drive Sport 862 Pro,Citizen Eco-Drive,mechanical,12951348,17,Mẫu Citizen Eco-Drive Sport 862 Pro của Citizen Eco-Drive - thiết kế cổ điển.,,,,automatic,42.0,0.0
418,Citizen Sport 914 Edition,Citizen,electronic,12819015,80,Mẫu Citizen Sport 914 Edition của Citizen - thiết kế hiện đại.,1.0,music_control;notifications;step_counter;gps;heart_rate,none,,,
419,Skagen Apex 670 Model,Skagen,electronic,5804370,28,Mẫu Skagen Apex 670 Model của Skagen - thiết kế hiện đại.,10.0,step_counter;gps;waterproof;notifications;heart_rate,gps,,,
420,Seiko Elite 869 One,Seiko,mechanical,10420344,96,Mẫu Seiko Elite 869 One của Seiko - thiết kế cổ điển.,,,,automatic,48.0,1.0
421,Movado Master 754 S,Movado,mechanical,14118041,5,Mẫu Movado Master 754 S của Movado - thiết kế cổ điển.,,,,automatic,80.0,0.0
422,Rolex Urban 240 Edition,Rolex,mechanical,10194491,66,Mẫu Rolex Urban 240 Edition của Rolex - thiết kế cổ điển.,,,,manual,48.0,0.0
423,Casio Classic 665 Lite,Casio,electronic,1996763,66,Mẫu Casio Classic 665 Lite của Casio - thiết kế hiện đại.,7.0,step_counter;notifications;music_control,wifi,,,
424,Hublot Urban 602 Series,Hublot,mechanical,7991612,48,Mẫu Hublot Urban 602 Series của Hublot - thiết kế cổ điển.,,,,automatic,60.0,0.0
425,Swatch Apex 812 S,Swatch,mechanical,13363993,0,Mẫu Swatch Apex 812 S của Swatch - thiết kế cổ điển.,,,,automatic,48.0,1.0
426,Invicta Prime 217 Model,Invicta,mechanical,3210132,46,Mẫu Invicta Prime 217 Model của Invicta - thiết kế cổ điển.,,,,automatic,72.0,1.0
427,Tag Heuer Sport 494 S,Tag Heuer,mechanical,7445807,75,Mẫu Tag Heuer Sport 494 S của Tag Heuer - thiết kế cổ điển.,,,,automatic,72.0,0.0
428,Casio Master 588 One,Casio,mechanical,2836373,80,Mẫu Casio Master 588 One của Casio - thiết kế cổ điển.,,,,automatic,60.0,1.0
429,Rolex Master 530 X,Rolex,mechanical,9190684,72,Mẫu Rolex Master 530 X của Rolex - thiết kế cổ điển.,,,,automatic,72.0,0.0
430,Omega Sport 222 S,Omega,electronic,9294626,60,Mẫu Omega Sport 222 S của Omega - thiết kế hiện đại.,10.0,nfc;gps;waterproof;step_counter,wifi,,,
431,Hamilton Voyager 676 Z,Hamilton,electronic,4335550,92,Mẫu Hamilton Voyager 676 Z của Hamilton - thiết kế hiện đại.,7.0,notifications;step_counter;music_control,bluetooth,,,
432,Hublot Master 112 Edition,Hublot,mechanical,3434054,64,Mẫu Hublot Master 112 Edition của Hublot - thiết kế cổ điển.,,,,manual,80.0,1.0
433,Hamilton Apex 924 One,Hamilton,electronic,9197300,100,Mẫu Hamilton Apex 924 One của Hamilton - thiết kế hiện đại.,5.0,gps;heart_rate;waterproof;notifications;music_control,gps,,,
434,Swatch Classic 715 Z,Swatch,electronic,6719866,61,Mẫu Swatch Classic 715 Z của Swatch - thiết kế hiện đại.,10.0,sleep_tracking;step_counter;notifications;music_control,bluetooth,,,
435,Rolex Apex 785 Line,Rolex,mechanical,13696238,10,Mẫu Rolex Apex 785 Line của Rolex - thiết kế cổ điển.,,,,manual,60.0,0.0
436,Fossil Classic 727 Edition,Fossil,mechanical,8880814,15,Mẫu Fossil Classic 727 Edition của Fossil - thiết kế cổ điển.,,,,automatic,48.0,0.0
437,Tag Heuer Heritage 371 Series,Tag Heuer,mechanical,2744289,83,Mẫu Tag Heuer Heritage 371 Series của Tag Heuer - thiết kế cổ điển.,,,,manual,42.0,0.0
438,Swatch Voyager 283 X,Swatch,mechanical,11447093,52,Mẫu Swatch Voyager 283 X của Swatch - thiết kế cổ điển.,,,,manual,40.0,0.0
439,Bulova Prime 315 One,Bulova,electronic,5493166,90,Mẫu Bulova Prime 315 One của Bulova - thiết kế hiện đại.,4.0,gps;sleep_tracking,wifi,,,
440,Hamilton Sport 220 Z,Hamilton,mechanical,6308133,43,Mẫu Hamilton Sport 220 Z của Hamilton - thiết kế cổ điển.,,,,automatic,40.0,0.0
441,Seiko Sport 844 Model,Seiko,electronic,7339196,76,Mẫu Seiko Sport 844 Model của Seiko - thiết kế hiện đại.,4.0,gps,none,,,
442,Citizen Voyager 39 X,Citizen,mechanical,13994932,51,Mẫu Citizen Voyager 39 X của Citizen - thiết kế cổ điển.,,,,manual,72.0,0.0
443,Hamilton Apex 450 Edition,Hamilton,mechanical,3424755,84,Mẫu Hamilton Apex 450 Edition của Hamilton - thiết kế cổ điển.,,,,manual,40.0,1.0
444,Invicta Pilot 716 Line,Invicta,electronic,9420255,86,Mẫu Invicta Pilot 716 Line của Invicta - thiết kế hiện đại.,1.0,waterproof;sleep_tracking;heart_rate,wifi,,,
445,Rolex Heritage 362 X,Rolex,mechanical,6379039,25,Mẫu Rolex Heritage 362 X của Rolex - thiết kế cổ điển.,,,,automatic,72.0,0.0
446,Citizen Pilot 292 Z,Citizen,mechanical,13767630,44,Mẫu Citizen Pilot 292 Z của Citizen - thiết kế cổ điển.,,,,manual,80.0,0.0
447,Fossil Apex 953 X,Fossil,mechanical,8836147,33,Mẫu Fossil Apex 953 X của Fossil - thiết kế cổ điển.,,,,automatic,48.0,0.0
448,Citizen Pilot 302 Lite,Citizen,mechanical,14231724,65,Mẫu Citizen Pilot 302 Lite của Citizen - thiết kế cổ điển.,,,,manual,60.0,0.0
449,Longines Heritage 577 S,Longines,mechanical,11664524,96,Mẫu Longines Heritage 577 S của Longines - thiết kế cổ điển.,,,,manual,80.0,0.0
450,Movado Classic 494 Series,Movado,electronic,4238387,48,Mẫu Movado Classic 494 Series của Movado - thiết kế hiện đại.,7.0,waterproof;music_control,none,,,
451,Swatch Pilot 549 Edition,Swatch,mechanical,10661869,33,Mẫu Swatch Pilot 549 Edition của Swatch - thiết kế cổ điển.,,,,automatic,42.0,1.0
452,Tag Heuer Sport 568 Model,Tag Heuer,mechanical,7410054,45,Mẫu Tag Heuer Sport 568 Model của Tag Heuer - thiết kế cổ điển.,,,,automatic,60.0,0.0
453,Fossil Apex 755 Line,Fossil,mechanical,3905490,30,Mẫu Fossil Apex 755 Line của Fossil - thiết kế cổ điển.,,,,manual,40.0,1.0
454,Timex Voyager 365 Model,Timex,mechanical,11794608,15,Mẫu Timex Voyager 365 Model của Timex - thiết kế cổ điển.,,,,automatic,72.0,0.0
455,Seiko Pilot 981 Edition,Seiko,electronic,12796154,47,Mẫu Seiko Pilot 981 Edition của Seiko - thiết kế hiện đại.,5.0,notifications;step_counter;nfc,gps,,,
456,Invicta Prime 408 Line,Invicta,mechanical,11377456,16,Mẫu Invicta Prime 408 Line của Invicta - thiết kế cổ điển.,,,,automatic,60.0,0.0
457,Skagen Classic 515 Lite,Skagen,electronic,6208895,87,Mẫu Skagen Classic 515 Lite của Skagen - thiết kế hiện đại.,10.0,notifications;heart_rate,gps,,,
458,Seiko Classic 691 Line,Seiko,mechanical,6001706,12,Mẫu Seiko Classic 691 Line của Seiko - thiết kế cổ điển.,,,,manual,42.0,0.0
459,Hamilton Pilot 270 Line,Hamilton,electronic,4406419,78,Mẫu Hamilton Pilot 270 Line của Hamilton - thiết kế hiện đại.,3.0,nfc;waterproof;music_control,wifi,,,
460,Swatch Urban 875 X,Swatch,mechanical,4554628,23,Mẫu Swatch Urban 875 X của Swatch - thiết kế cổ điển.,,,,automatic,60.0,0.0
461,Orient Prime 824 Line,Orient,mechanical,8552431,48,Mẫu Orient Prime 824 Line của Orient - thiết kế cổ điển.,,,,automatic,40.0,0.0
462,Seiko Master 432 S,Seiko,mechanical,2449839,80,Mẫu Seiko Master 432 S của Seiko - thiết kế cổ điển.,,,,manual,80.0,0.0
463,Skagen Voyager 49 X,Skagen,mechanical,1935135,20,Mẫu Skagen Voyager 49 X của Skagen - thiết kế cổ điển.,,,,automatic,40.0,0.0
464,Orient Apex 763 Lite,Orient,electronic,4266652,46,Mẫu Orient Apex 763 Lite của Orient - thiết kế hiện đại.,5.0,step_counter;nfc;heart_rate;waterproof;sleep_tracking,none,,,
465,Citizen Eco-Drive Elite 591 One,Citizen Eco-Drive,electronic,9923050,68,Mẫu Citizen Eco-Drive Elite 591 One của Citizen Eco-Drive - thiết kế hiện đại.,2.0,sleep_tracking;nfc;notifications,gps,,,
466,Longines Sport 391 One,Longines,electronic,4654592,80,Mẫu Longines Sport 391 One của Longines - thiết kế hiện đại.,2.0,sleep_tracking;waterproof,gps,,,
467,Citizen Sport 166 Lite,Citizen,electronic,3809160,40,Mẫu Citizen Sport 166 Lite của Citizen - thiết kế hiện đại.,7.0,step_counter;notifications;sleep_tracking,gps,,,
468,Longines Urban 766 One,Longines,mechanical,8053568,57,Mẫu Longines Urban 766 One của Longines - thiết kế cổ điển.,,,,manual,40.0,1.0
469,Tissot Elite 678 Pro,Tissot,electronic,14136341,89,Mẫu Tissot Elite 678 Pro của Tissot - thiết kế hiện đại.,7.0,waterproof,wifi,,,
470,Orient Sport 960 S,Orient,mechanical,8452289,3,Mẫu Orient Sport 960 S của Orient - thiết kế cổ điển.,,,,manual,60.0,1.0
471,Citizen Eco-Drive Master 87 X,Citizen Eco-Drive,mechanical,4985874,31,Mẫu Citizen Eco-Drive Master 87 X của Citizen Eco-Drive - thiết kế cổ điển.,,,,manual,48.0,0.0
472,Invicta Master 30 Edition,Invicta,mechanical,10121462,41,Mẫu Invicta Master 30 Edition của Invicta - thiết kế cổ điển.,,,,manual,48.0,0.0
473,Skagen Apex 139 Z,Skagen,electronic,3067031,76,Mẫu Skagen Apex 139 Z của Skagen - thiết kế hiện đại.,4.0,music_control;step_counter;sleep_tracking;notifications;nfc,none,,,
474,Timex Sport 453 Pro,Timex,electronic,5803858,33,Mẫu Timex Sport 453 Pro của Timex - thiết kế hiện đại.,2.0,heart_rate;notifications;step_counter,wifi,,,
475,Bulova Pilot 9 S,Bulova,mechanical,14230884,61,Mẫu Bulova Pilot 9 S của Bulova - thiết kế cổ điển.,,,,manual,36.0,0.0
